,comment
1280,"@ahabkapitany There will probably be an AI tool that will make cleaning data for use in the model a lot simpler and quicker, I have little doubt. So wouldn't expect that to be an issue for long if it is one."
1281,What does it mean for Data Analyst job?
1282,You must be heavily invested in Microsoft to make a for a such a comment
1283,"That is a lie it affects your pocket,"
1284,Thing are going to change really fast in the next few years with AI. This looks great!
1285,7:25 starts to be interesting :)
1286,Grammerly hates.
1287,Another very big red alert for Microsoft competitors. Especially Google.  I don’t have words to describe how I feel after watching this video.  Hats off Microsoft and Satya.
1288,Google announced their implementation 2 days ago. https://www.youtube.com/watch?v=6DaJVZBXETE
1289,"To be fair, the Google AI that powered Google products has been at work for years. I don't like most of these AIs because you can't really trust them. Even if it says ' i did this' it might be wrong and did sth. wrong.
As long as Transformers are bound to their sequential nature, it won't be able to do more combinatorically difficult tasks. The more vertical the embedded space vetors become, the more data you would need. And there are mathematically hard limits to this."
1290,"​@Teemu Palviainen compared with Google docs, sheets?"
1291,"I always liked Google products more than their MS counterparts - I'm not a heavy user of excel etc. anyway.  Recently decided to go freelancing, and the decision between Google Workspace and MS 365 was an obvious one."
1292,"@Janek Chmielewski Clearly safe enough for Duolingo, Khan Academy and Morgan Stanley, among a growing list of others to sign up for the API.  I would estimate the greater risk to your company would be to ignore AI and fall behind competitively and end up out of business as your competitors all fly by you.  If you watch enough demos testing what GPT-4 can do, you'll most likely agree it's about as big a discovery in reality to FIRE.

Keep in mind ""analyze your document"" doesn't mean ""we grab your document, pass it around at lunch and all comment on it"".  There wouldn't be much interest in an API that you pay for that then spies on you.   Secondly, what would Microsoft, a software company, DO with some info it got, say, from a Morgan Stanley document?

Lastly, most of the demonstration here was Bing CREATING FOR YOU.  The use cases for ""analyzing"" fall around it commenting on a .PDF to summarize it when researching something, so since you could read the .PDF, not much at risk there."
1293,That‘s so good. Can‘t wait to use it!
1294,"writing personal mails like that seems very unhuman. I mean I don't mind but is that the society that most people want to live in? in the end you just have bots writing overly polite mails to each other, that is really dystopian stuff"
1295,😂 please make new Cortana what ai ❤
1296,Sick
1297,This is something exceptional
1298,"This is extremely exciting, but it will take real stewardship and organizational leadership to help proactively support this change in digital excellence. These will be entirely new skills for most workers they are developing (how to work alongside AI). While I am incredibly excited about how this makes AI more accessible and levels the playing field for the advantages it can bring to employees, it will be essential to reflect carefully on the accuracy of it as hallucinations in a business context driven by the language models or by the Microsoft layers could have very painful and significant impacts on employees and employers when it does get it wrong. 

We are all learning together, but this is a huge milestone and a step in the right direction. This is too important to leave in the hands of technologists alone, and the business needs to engage far more, and now with GPT4 and this, I hope more people begin to embrace and engage on how we can navigate this journey better together."
1299,These product will go through trial test. We don't get to test the product now but we can test out using Bing AI powered search because it is using a refined model of GPT4.
1300,"the purpose of copilot, gpt, nlp, etc is to reduce the amount of time wasted reflecting, analyzing, and nitpicking data.  these large organizations started realizing that big data is really just a big blur. with ai we can actually synthesize some of that information.  also for future reference you shouldn't use chat gpt to write youtube comments."
1301,"O, everyone will be leaking data everywhere. 

Anyone can phish 100x better now. Just think of the damage ONE set of leaked creds could do in ANY enterprise. 

Buy a food truck."
1302,This means Microsoft will collect document private data from all office users.
1303,No.
1304,"Google and Apple have fallen asleep, good times are coming for Microsoft"
1305,"Did he say ""IPHONE""?????? 🙃"
1306,And I thought the Bing and Edge AI Copilot was mind-blowing....DAMN!
1307,Satya's presentation is so inspirational. ❤
1308,Written by ChatGPT 😅
1309,"@َ َ 
Are you the default naysayer?"
1310,are you the default imaginary friend of a software developer?
1311,So excited to use this and help me be more efficient -
1312,Its going to be awesome to see what happens when all of our knowledge workers are suddenly fired and have no more roles in society or a way to support themselves.
1313,Why is it awesome
1314,This is huge! I was wondering when they would bring OpenAI to outlook email and the other tools. Nice!
1315,Goodbye grammarly
1316,Mind-blowing! This Copilot is kinda similar to the Samantha OS from the movie Her (2013). The future is now! :)
1317,"Yea...I bet you can add a ""HER"" VOICE API to read your emails to you...... Should not be that hard to do."
1318,"It was already kinda possible when New Bing was first released, it conversed just like a real person would, or even better. Sadly it got nerfed by Microsoft almost immediately because of journalists #FreeSydney"
1319,I heard from one AI expert that this might be a reality in a timescale of few months to a few years. It's going quite fast now.
1320,i have dyslexia can you make it much easier for me to express myself ?
1321,I building myself a Terminator for my boss😆😆
1322,"I'm excited, although I'll probably be displaced by the AI"
1323,I am beyond excited to try this!!  Game changer!
1324,When!!!
1325,"정신줄 놓을 시대가 아님.
인류의 여가가 더 큰 가치를 만들 것인지,
소모적인 방향으로 흘러갈지 궁금하다.
물론 이또한 AI의 통제범위내에 있겠지만."
1326,"This technology will certainly dumb down mankind. Imagine using it for pretty much everything in your daily life. You don’t need to know facts, or learn how to do specific things, you’ll just use AI for these tasks without really learning"
1327,¡Incredible!
1328,Esto se ve muy bien  👍
1329,We are witnessing the end of knowledge workers in real time. Fire up that Universal Basic Income 😅
1330,Man ...a big salute to all software programmers who are working in this AI tools .....Greatest MileStone ever!!!
1331,"@Michael Schneider I disagree. AI is going to become the pilot in coding in the end. Further, even as copilots, AI will reduce the demand for coders in the labor market due to extreme efficiency gains. Lower demand = lower wages and/or fewer coders."
1332,too bad AI will put them out of work.
1333,devil worshippers
1334,nah bros wrote themselves out of a job
1335,@SAI SOORYA MARRI AI won't replace human but it will boots it 100X faster and make life easy. AI won't and can't replace we programmers. cause  AI and system will still need us.. :)
1336,"Awesome. Nuevos modelos de negocio, nuevos retos (escasez de agua, calentamiento global, nuevos alimentos, energia de fusión, curar el cáncer...). Si la a veces mezquina naturaleza humana no lo impide, estas tecnologías nos ayudaran a construir, juntos, un futuro mejor para todos. Mas sostenible y mas justo."
1337,"This is a great milestone.  You've now set creative people free from development hustles. Copilots are now the new shareholders. I've one question though. is there a plan to develop such models for other languages? I.e. I am not referring to the usual famous languages but to languages being spoken in Africa. This is because we can use these to fulfill our people's many basic needs. I imagine a day when traditional farmers in my nation use such friendly models to produce crops so we solve our current problem of crop production. school feeding, and wealth redistribution so we finally have a  healthy self-sustained economy.  I hope Microsoft has a plan too.  Again, Thanks a lot for the hard work."
1338,Oh they have a plan. A plan to centrailize control and wealth
1339,You can start talking to any openai powered chatbot in another language and it will work. The disadvantage is that there's less data in some languages and that can make the bot perform significantly worse. I'm talking from personal experience with Hebrew
1340,"Generally, the more data there is available for a language, the better an LLM does on it. You can push it to learn more by giving it more data / feedback (as is being done with Icelandic) but Microsoft would find it hard to make data that simply isn't there."
1341,@yohannes teklu lol ! 😂
1342,"The bottleneck on being able to translate languages is data. Especially with the digital divide there is simply not enough data in these languages to produce grammatically correct and intelligent-sounding output. But the amount of data available on the internet increases every year, so it will hopefully be possible eventually, especially if more people from these places get access to the internet."
1343,I had to watch this thing twice. Something amazing is coming.
1344,please spanish subs
1345,Can Microsoft 365 family users use Microsoft 365 Copilot? When?
1346,Wow ! Just Wow
1347,Google employees losing their minds atm
1348,"Google stock owners, tbh.."
1349,@Super Mario It's like having the most powerful car engine without knowing how to design a sport car.
1350,@wildreams Im sure there will be a third party add on that can interact with google drive
1351,😂😂😂 I'm dead
1352,@ANJ Forgive me if I don't cry when someone steals the information of the biggest information thief ever.
1353,"Nice! But where is copilot (digital assistant) for the Windows? There should be a sidebar for it in the notification area for it. It should have the option to be always-on. It should have the speech to text and text to speech options (with different voices). It would be a huge omission if it is not included. Also no mention of image to text in the copilot? I think with the available technology, these could be easily integrated. Lets see, how the Apple vows the world with this."
1354,Maybe in Windows 12
1355,"@Носуха nah, a full year."
1356,It'll get there. Give it half a year
1357,Le futur c'est maintenant
1358,Nice...it shud be voice enabled also
1359,특이점이 온다.
1360,Her.
1361,This is scary.
1362,This is big.
1363,wow i like this
1364,Aquí antes de que todo explote <3
1365,"I'm worried about my job now, whatever they say..."
1366,@Abhinav Tiwari what's stopping it from doing exactly that?
1367,@Immortal ZoDD I doubt it will happen unless AI understands the on ground situation
1368,"@Abhinav Tiwari Yeah, the human that needs the contract and uses AI. If AI is unqualified to give advice now, tomorrow it will"
1369,@SolidState Every organization has their own risk appetite.  You will need to make AI understand your risk to get those suggestions ? No matter how capable AI gets  a human judgment would always be needed
1370,"@Abhinav Tiwari How will it NOT understand the various risk clauses which go into those contracts? AI will not only draft the contracts, it will also act as counsel for the other party, summarizing and explaining the contract, and recommending necessary changes. And it will do it in minutes, not days or weeks. 

The one benefit here however, is that it's a licensed field and human involvement will likely be regulated, if for no other reason than to have a fall guy if something goes wrong."
1371,I was here when the web changed to 4.0
1372,I want AI completely unleashed
1373,oh you don't have to wait long
1374,Am I missing when it will be available?
1375,"Estou me formando como programador, no futuro vou trabalhar com você Microsoft. 😉"
1376,@O Singularista É um caminho comprido mais chegarei lá. 😃✌️
1377,"Aprenda IA, faça curso, mestrado, doutorado na área"
1378,"very futuristic 
i love you microsoft"
1379,First
1380,Satya made Google dance 🕺
1381,"First comment. This sounds interesting.
I have two questions though. When will this be available and will it be available on Microsoft 365 Personal and Family?"
